0;239;209;138;land;false;unknown;0
1;166;187;236;land;false;unknown;0
2;220;74;240;land;false;unknown;0
3;237;162;192;land;false;unknown;0
4;159;148;221;land;false;unknown;0
5;178;216;223;land;false;unknown;0
6;192;254;59;land;false;unknown;0
7;209;138;170;land;false;unknown;0
8;251;229;111;land;false;unknown;0
9;206;238;94;land;false;unknown;0
10;167;207;186;land;false;unknown;0
11;237;141;235;land;false;unknown;0
12;9;29;21;land;false;unknown;0
13;39;13;30;land;false;unknown;0
14;54;20;7;land;false;unknown;0
15;46;6;6;land;false;unknown;0
16;9;23;43;land;false;unknown;0
17;0;44;33;land;false;unknown;0
18;63;13;4;land;false;unknown;0
19;59;6;27;land;false;unknown;0
20;3;0;16;land;false;unknown;0
21;28;27;31;land;false;unknown;0
22;55;3;23;land;false;unknown;0
23;22;12;28;land;false;unknown;0
24;24;22;48;land;false;unknown;0
25;12;26;60;land;false;unknown;0
26;33;29;26;land;false;unknown;0
27;7;2;73;land;false;unknown;0
28;28;54;6;land;false;unknown;0
29;28;52;17;land;false;unknown;0
30;33;22;44;land;false;unknown;0
31;113;198;242;land;false;unknown;0
32;27;45;25;land;false;unknown;0
33;223;140;243;land;false;unknown;0
34;44;31;5;land;false;unknown;0
35;24;14;35;land;false;unknown;0
36;25;4;34;land;false;unknown;0
37;12;39;25;land;false;unknown;0
38;7;32;36;land;false;unknown;0
39;19;26;22;land;false;unknown;0
40;12;37;20;land;false;unknown;0
41;217;186;250;land;false;unknown;0
42;20;29;40;land;false;unknown;0
43;59;17;15;land;false;unknown;0
44;8;46;7;land;false;unknown;0
45;8;23;51;land;false;unknown;0
46;221;132;215;land;false;unknown;0
47;208;171;238;land;false;unknown;0
48;252;77;248;land;false;unknown;0
49;123;243;221;land;false;unknown;0
50;240;223;78;land;false;unknown;0
51;94;251;217;land;false;unknown;0
52;253;93;214;land;false;unknown;0
53;233;63;243;land;false;unknown;0
54;11;37;20;land;false;unknown;0
55;3;31;19;land;false;unknown;0
56;226;220;92;land;false;unknown;0
57;237;214;170;land;false;unknown;0
58;152;166;202;land;false;unknown;0
59;212;88;228;land;false;unknown;0
60;210;185;132;land;false;unknown;0
61;201;79;251;land;false;unknown;0
62;197;176;211;land;false;unknown;0
63;176;176;180;land;false;unknown;0
64;231;138;156;land;false;unknown;0
65;214;191;179;land;false;unknown;0
66;178;183;217;land;false;unknown;0
67;127;208;212;land;false;unknown;0
68;42;12;41;land;false;unknown;0
69;140;252;157;land;false;unknown;0
70;239;233;104;land;false;unknown;0
71;149;239;125;land;false;unknown;0
72;190;123;189;land;false;unknown;0
73;231;182;126;land;false;unknown;0
74;205;145;212;land;false;unknown;0
75;190;195;225;land;false;unknown;0
76;204;188;109;land;false;unknown;0
77;191;245;198;land;false;unknown;0
78;249;130;233;land;false;unknown;0
79;245;98;245;land;false;unknown;0
80;240;219;159;land;false;unknown;0
81;154;234;237;land;false;unknown;0
82;212;248;189;land;false;unknown;0
83;160;224;219;land;false;unknown;0
84;239;111;234;land;false;unknown;0
85;212;161;209;land;false;unknown;0
86;156;248;143;land;false;unknown;0
87;157;153;230;land;false;unknown;0
88;232;225;123;land;false;unknown;0
89;247;226;46;land;false;unknown;0
90;110;203;191;land;false;unknown;0
91;109;202;191;land;false;unknown;0
92;181;163;226;land;false;unknown;0
93;193;137;244;land;false;unknown;0
94;219;215;228;land;false;unknown;0
95;172;247;191;land;false;unknown;0
96;113;181;237;land;false;unknown;0
97;75;241;233;land;false;unknown;0
98;222;203;213;land;false;unknown;0
99;156;236;185;land;false;unknown;0
100;223;131;199;land;false;unknown;0
101;85;204;223;land;false;unknown;0
102;247;224;149;land;false;unknown;0
103;249;190;99;land;false;unknown;0
104;206;213;135;land;false;unknown;0
105;119;190;231;land;false;unknown;0
106;248;180;73;land;false;unknown;0
107;252;129;209;land;false;unknown;0
108;189;190;157;land;false;unknown;0
109;224;99;223;land;false;unknown;0
110;248;51;221;land;false;unknown;0
111;201;82;242;land;false;unknown;0
112;163;118;244;land;false;unknown;0
113;217;224;148;land;false;unknown;0
114;41;253;252;land;false;unknown;0
115;161;254;185;land;false;unknown;0
116;210;235;111;land;false;unknown;0
117;226;67;212;land;false;unknown;0
118;136;188;232;land;false;unknown;0
119;247;113;206;land;false;unknown;0
120;178;237;88;land;false;unknown;0
121;168;227;157;land;false;unknown;0
122;146;130;251;land;false;unknown;0
123;205;187;124;land;false;unknown;0
124;199;174;230;land;false;unknown;0
125;161;164;217;land;false;unknown;0
126;121;183;200;land;false;unknown;0
127;217;159;174;land;false;unknown;0
128;134;134;249;land;false;unknown;0
129;239;252;140;land;false;unknown;0
130;229;200;180;land;false;unknown;0
131;216;91;231;land;false;unknown;0
132;155;220;199;land;false;unknown;0
133;198;241;69;land;false;unknown;0
134;221;234;121;land;false;unknown;0
